	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	15.5	16	16.5	17	18	19	Number of timepoints	Question answers	Question answers en	Question answers en human	Question answers human	Question en
openbaar vervoer voor niet noodzakelijke reizen / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_f										covt18_missingout_adu_q_1_f		2	{"4": "niet erg", "3": "neutraal", "1": "heel erg", "2": "erg", "6": "niet van toepassing", "5": "helemaal niet erg"}	{"4": "not a lot", "3": "neutral", "1": "very much", "2": "a lot", "6": "not applicable", "5": "not at all"}	4: not a lot, 3: neutral, 1: very much, 2: a lot, 6: not applicable, 5: not at all	4: niet erg, 3: neutraal, 1: heel erg, 2: erg, 6: niet van toepassing, 5: helemaal niet erg	public transport for non-necessary travel / since the start of the intelligent lockdown, how badly did you miss the following?
(onbezorgd) reizen naar het buitenland / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_g										covt18_missingout_adu_q_1_g		2	{"3": "neutraal", "5": "helemaal niet erg", "4": "niet erg", "1": "heel erg", "2": "erg", "6": "niet van toepassing"}	{"3": "neutral", "5": "not at all", "4": "not a lot", "1": "very much", "2": "a lot", "6": "not applicable"}	3: neutral, 5: not at all, 4: not a lot, 1: very much, 2: a lot, 6: not applicable	3: neutraal, 5: helemaal niet erg, 4: niet erg, 1: heel erg, 2: erg, 6: niet van toepassing	(carefree) travelling abroad / since the start of the intelligent lockdown, how badly did you miss the following?
festivals / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_h										covt18_missingout_adu_q_1_h		2	{"5": "helemaal niet erg", "6": "niet van toepassing", "4": "niet erg", "1": "heel erg", "3": "neutraal", "2": "erg"}	{"5": "not at all", "6": "not applicable", "4": "not a lot", "1": "very much", "3": "neutral", "2": "a lot"}	5: not at all, 6: not applicable, 4: not a lot, 1: very much, 3: neutral, 2: a lot	5: helemaal niet erg, 6: niet van toepassing, 4: niet erg, 1: heel erg, 3: neutraal, 2: erg	festivals / since the start of the intelligent lockdown, how badly did you miss the following?
naar de kerk/moskee gaan / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_i										covt18_missingout_adu_q_1_i		2	{"5": "helemaal niet erg", "1": "heel erg", "6": "niet van toepassing", "2": "erg", "4": "niet erg", "3": "neutraal"}	{"5": "not at all", "1": "very much", "6": "not applicable", "2": "a lot", "4": "not a lot", "3": "neutral"}	5: not at all, 1: very much, 6: not applicable, 2: a lot, 4: not a lot, 3: neutral	5: helemaal niet erg, 1: heel erg, 6: niet van toepassing, 2: erg, 4: niet erg, 3: neutraal	going to church or mosque / since the start of the intelligent lockdown, how badly did you miss the following?
sporten in competatief verband / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_j										covt18_missingout_adu_q_1_j		2	{"4": "niet erg", "1": "heel erg", "2": "erg", "5": "helemaal niet erg", "3": "neutraal", "6": "niet van toepassing"}	{"4": "not a lot", "1": "very much", "2": "a lot", "5": "not at all", "3": "neutral", "6": "not applicable"}	4: not a lot, 1: very much, 2: a lot, 5: not at all, 3: neutral, 6: not applicable	4: niet erg, 1: heel erg, 2: erg, 5: helemaal niet erg, 3: neutraal, 6: niet van toepassing	playing competitive sports / since the start of the intelligent lockdown, how badly did you miss the following?
afwisseling in het dagelijks leven / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_k										covt18_missingout_adu_q_1_k		2	{"3": "neutraal", "4": "niet erg", "1": "heel erg", "5": "helemaal niet erg", "2": "erg", "6": "niet van toepassing"}	{"3": "neutral", "4": "not a lot", "1": "very much", "5": "not at all", "2": "a lot", "6": "not applicable"}	3: neutral, 4: not a lot, 1: very much, 5: not at all, 2: a lot, 6: not applicable	3: neutraal, 4: niet erg, 1: heel erg, 5: helemaal niet erg, 2: erg, 6: niet van toepassing	variety in daily life / since the start of the intelligent lockdown, how badly did you miss the following?
beweging die het reizen van en naar werk en op de werkvloer zelf met zich mee brengt / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_l										covt18_missingout_adu_q_1_l		2	{"5": "helemaal niet erg", "3": "neutraal", "2": "erg", "4": "niet erg", "1": "heel erg", "6": "niet van toepassing"}	{"5": "not at all", "3": "neutral", "2": "a lot", "4": "not a lot", "1": "very much", "6": "not applicable"}	5: not at all, 3: neutral, 2: a lot, 4: not a lot, 1: very much, 6: not applicable	5: helemaal niet erg, 3: neutraal, 2: erg, 4: niet erg, 1: heel erg, 6: niet van toepassing	the physical activity during the commute to work and at work itself / since the start of the intelligent lockdown, how badly did you miss the following?
gebruikelijke werkomgeving / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_m										covt18_missingout_adu_q_1_m		2	{"4": "niet erg", "3": "neutraal", "5": "helemaal niet erg", "1": "heel erg", "6": "niet van toepassing", "2": "erg"}	{"4": "not a lot", "3": "neutral", "5": "not at all", "1": "very much", "6": "not applicable", "2": "a lot"}	4: not a lot, 3: neutral, 5: not at all, 1: very much, 6: not applicable, 2: a lot	4: niet erg, 3: neutraal, 5: helemaal niet erg, 1: heel erg, 6: niet van toepassing, 2: erg	the regular work environment / since the start of the intelligent lockdown, how badly did you miss the following?
langs de zijlijn staan wanneer kind(eren) sport(en) / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_n										covt18_missingout_adu_q_1_n		2	{"2": "erg", "4": "niet erg", "6": "niet van toepassing", "5": "helemaal niet erg", "1": "heel erg", "3": "neutraal"}	{"2": "a lot", "4": "not a lot", "6": "not applicable", "5": "not at all", "1": "very much", "3": "neutral"}	2: a lot, 4: not a lot, 6: not applicable, 5: not at all, 1: very much, 3: neutral	2: erg, 4: niet erg, 6: niet van toepassing, 5: helemaal niet erg, 1: heel erg, 3: neutraal	stand at the sideline during the child(ren)s sports games / since the start of the intelligent lockdown, how badly did you miss the following?
binnen sporten / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_o										covt18_missingout_adu_q_1_o		2	{"5": "helemaal niet erg", "4": "niet erg", "3": "neutraal", "6": "niet van toepassing", "1": "heel erg", "2": "erg"}	{"5": "not at all", "4": "not a lot", "3": "neutral", "6": "not applicable", "1": "very much", "2": "a lot"}	5: not at all, 4: not a lot, 3: neutral, 6: not applicable, 1: very much, 2: a lot	5: helemaal niet erg, 4: niet erg, 3: neutraal, 6: niet van toepassing, 1: heel erg, 2: erg	playing sports/exercise indoors / since the start of the intelligent lockdown, how badly did you miss the following?
anders / sinds de start van de intelligente lockdown, hoe erg mist(e) u het volgende?										covt10_missingout_adu_q_1_p										covt18_missingout_adu_q_2_p		2	{"4": "niet erg", "1": "heel erg", "5": "helemaal niet erg", "6": "niet van toepassing", "2": "erg", "3": "neutraal"}	{"4": "not a lot", "1": "very much", "5": "not at all", "6": "not applicable", "2": "a lot", "3": "neutral"}	4: not a lot, 1: very much, 5: not at all, 6: not applicable, 2: a lot, 3: neutral	4: niet erg, 1: heel erg, 5: helemaal niet erg, 6: niet van toepassing, 2: erg, 3: neutraal	other / since the start of the intelligent lockdown, how badly did you miss the following?
wat vindt u, over het algemeen genomen, van uw gezondheid?	covt01_rand01_adu_q_1	covt02_rand01_adu_q_1																				2	{"1": "uitstekend", "3": "goed", "5": "slecht", "2": "zeer goed", "4": "matig"}	{"1": "excellent", "3": "good", "5": "poor", "2": "very good", "4": "mediocre"}	1: excellent, 3: good, 5: poor, 2: very good, 4: mediocre	1: uitstekend, 3: goed, 5: slecht, 2: zeer goed, 4: matig	how would you rate your health, generally speaking?
reactie op of rond de injectieplaats / welke bijwerking(en) is of zijn er opgetreden na de eerste coronavaccinatie?																				covt18_sideeffects_adu_q_1_a	covt19_sideeffects_adu_q_1_a	2	{"1": "reactie op of rond de injectieplaats"}	{"1": "reaction at or around the vaccination site"}	1: reaction at or around the vaccination site	1: reactie op of rond de injectieplaats	reaction at or around the vaccination site / which side effect(s) did occur after the first vaccination?
reactie op of rond de injectieplaats / welke bijwerking(en) is of zijn er opgetreden na de tweede coronavaccinatie?																				covt18_sideeffects_adu_q_2_a	covt19_sideeffects_adu_q_2_a	2	{"1": "reactie op of rond de injectieplaats"}	{"1": "reaction at or around the vaccination site"}	1: reaction at or around the vaccination site	1: reactie op of rond de injectieplaats	reaction at or around the vaccination site / which side effect(s) did occur after the second vaccination?
roodheid / welke reactie had u op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a1a	covt19_sideeffects_adu_q_1_a1a	2	{"1": "roodheid"}	{"1": "redness"}	1: redness	1: roodheid	redness / which reaction did you have at or around the injection site (after the first corona vaccination)
roodheid / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?																				covt18_sideeffects_adu_q_2_a1a	covt19_sideeffects_adu_q_2_a1a	2	{"1": "roodheid"}	{"1": "redness"}	1: redness	1: roodheid	redness / which reaction did you have at or around the injection site (after the second corona vaccination)
warmte / welke reactie had u op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a1b	covt19_sideeffects_adu_q_1_a1b	2	{"1": "warmte"}	{"1": "warmth"}	1: warmth	1: warmte	warmth / which reaction did you have at or around the injection site (after the first corona vaccination)
warmte / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?																				covt18_sideeffects_adu_q_2_a1b	covt19_sideeffects_adu_q_2_a1b	2	{"1": "warmte"}	{"1": "warmth"}	1: warmth	1: warmte	warmth / which reaction did you have at or around the injection site (after the second corona vaccination)
pijn / welke reactie had u op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a1c	covt19_sideeffects_adu_q_1_a1c	2	{"1": "pijn"}	{"1": "pain"}	1: pain	1: pijn	pain / which reaction did you have at or around the injection site (after the first corona vaccination)
pijn / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?																				covt18_sideeffects_adu_q_2_a1c	covt19_sideeffects_adu_q_2_a1c	2	{"1": "pijn"}	{"1": "pain"}	1: pain	1: pijn	pain / which reaction did you have at or around the injection site (after the second corona vaccination)
jeuk / welke reactie had u op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a1d	covt19_sideeffects_adu_q_1_a1d	2	{"1": "jeuk"}	{"1": "itch"}	1: itch	1: jeuk	itch / which reaction did you have at or around the injection site (after the first corona vaccination)
jeuk / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?																				covt18_sideeffects_adu_q_2_a1d	covt19_sideeffects_adu_q_2_a1d	2	{"1": "jeuk"}	{"1": "itch"}	1: itch	1: jeuk	itch / which reaction did you have at or around the injection site (after the second corona vaccination)
blauwe plek / welke reactie had u op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a1e	covt19_sideeffects_adu_q_1_a1e	2	{"1": "blauwe plek"}	{"1": "bruise"}	1: bruise	1: blauwe plek	bruise / which reaction did you have at or around the injection site (after the first corona vaccination)
blauwe plek / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?																				covt18_sideeffects_adu_q_2_a1e	covt19_sideeffects_adu_q_2_a1e	2	{"1": "blauwe plek"}	{"1": "bruise"}	1: bruise	1: blauwe plek	bruise / which reaction did you have at or around the injection site (after the second corona vaccination)
zwelling of verharding / welke reactie had u op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a1f	covt19_sideeffects_adu_q_1_a1f	2	{"1": "zwelling of verharding"}	{"1": "swelling or hardening"}	1: swelling or hardening	1: zwelling of verharding	swelling or hardening / which reaction did you have at or around the injection site (after the first corona vaccination)
zwelling of verharding / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?																				covt18_sideeffects_adu_q_2_a1f	covt19_sideeffects_adu_q_2_a1f	2	{"1": "zwelling of verharding"}	{"1": "swelling or hardening"}	1: swelling or hardening	1: zwelling of verharding	swelling or hardening / which reaction did you have at or around the injection site (after the second corona vaccination)
andere reactie op of rondom de injectieplaats / welke reactie had u op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a1g	covt19_sideeffects_adu_q_1_a1g	2	{"1": "andere reactie op of rondom de injectieplaats / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?"}	{"1": "other reaction at or around the injection site"}	1: other reaction at or around the injection site	1: andere reactie op of rondom de injectieplaats / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?	other reaction at or around the injection site / which reaction did you have at or around the injection site (after the first corona vaccination)
andere reactie op of rondom de injectieplaats / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?																				covt18_sideeffects_adu_q_2_a1g	covt19_sideeffects_adu_q_2_a1g	2	{"1": "andere reactie op of rondom de injectieplaats / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?"}	{"1": "other reaction at or around the injection site"}	1: other reaction at or around the injection site	1: andere reactie op of rondom de injectieplaats / welke reactie had u op of rond de injectieplaats (na de tweede coronavaccinatie)?	other reaction at or around the injection site / which reaction did you have at or around the injection site (after the second corona vaccination)
wanneer ontstond de reactie op of rond de injectieplaats (na de eerste coronavaccinatie)?																				covt18_sideeffects_adu_q_1_a2	covt19_sideeffects_adu_q_1_a2	2	{"1": "op de dag van de vaccinatie", "3": "4 dagen tot een week na de vaccinatie", "5": "weet ik niet meer", "4": "langer dan een week na de vaccinatie", "2": "1 tot 3 dagen na de vaccinatie"}	{"1": "on the day of the vaccination", "3": "4 days to a week after the vaccination", "5": "i do not remember", "4": "more than a week after the vaccination", "2": "1 to 3 days after the vaccination"}	1: on the day of the vaccination, 3: 4 days to a week after the vaccination, 5: i do not remember, 4: more than a week after the vaccination, 2: 1 to 3 days after the vaccination	1: op de dag van de vaccinatie, 3: 4 dagen tot een week na de vaccinatie, 5: weet ik niet meer, 4: langer dan een week na de vaccinatie, 2: 1 tot 3 dagen na de vaccinatie	when did the reaction at or around the injection site occur (after the first corona vaccination)?
